states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
000000,,,,,7.0,,,,1.0,3.0,,,4.0,,,2.0,5.0,,,5.0,,,2.0,,,1.0,,,,3.0,,,,,,,,,,,1.0,1.0,4.0,,55.0,,1.0,3.0,,
000001,,,,,18.0,,6.0,,,18.0,2.0,,,,,2.0,,,,,,1.0,2.0,,,,,,,1.0,,1.0,,,,6.0,,3.0,,,1.0,,,,,,,,,
000010,29.0,1.0,,,87.0,5.0,21.0,9.0,,25.0,3.0,,6.0,,2.0,9.0,,,,7.0,,5.0,3.0,,2.0,1.0,,23.0,,1.0,5.0,21.0,,21.0,,23.0,34.0,19.0,1.0,5.0,7.0,,3.0,,,,11.0,,,
000100,1.0,,,,,,,,,9.0,,,,,,,4.0,,,3.0,,1.0,,,,,,1.0,,2.0,,5.0,,1.0,,2.0,,5.0,,,,4.0,1.0,,3.0,,,,1.0,
000101,10.0,,,,4.0,,18.0,,,21.0,2.0,,6.0,,6.0,,7.0,,,,,1.0,2.0,,,,,7.0,,,,5.0,,2.0,,20.0,2.0,2.0,,,,10.0,,,33.0,,,1.0,,
000110,2.0,,,,118.0,,8.0,,27.0,4.0,22.0,,21.0,,17.0,,10.0,,,26.0,,20.0,14.0,,,1.0,,1.0,,49.0,,28.0,,,,,1.0,51.0,,3.0,,1.0,25.0,,37.0,,28.0,,1.0,
001000,,,,,20.0,,,,2.0,13.0,,,,,1.0,,,,,3.0,,,2.0,,,,,,,1.0,,19.0,,,,,1.0,40.0,,,,2.0,1.0,,29.0,,,,,
001001,,,,,1.0,,,,9.0,,,,1.0,,1.0,,1.0,,,8.0,,2.0,8.0,,1.0,,,,,6.0,,2.0,,2.0,,,1.0,4.0,,1.0,2.0,2.0,6.0,,1.0,,5.0,,,
001100,,,,,19.0,1.0,2.0,,32.0,,1.0,,19.0,,19.0,,,,,20.0,,2.0,10.0,,,,,,,29.0,,31.0,,,,,2.0,33.0,,1.0,,,19.0,,,,21.0,,,
001101,33.0,42.0,,,41.0,47.0,4.0,33.0,30.0,4.0,14.0,,42.0,,45.0,56.0,35.0,,,30.0,,23.0,77.0,,59.0,52.0,,29.0,86.0,21.0,50.0,1.0,,30.0,90.0,13.0,30.0,1.0,47.0,41.0,26.0,46.0,18.0,,1.0,,26.0,43.0,36.0,
