states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
000000,,,,4.0,,,,,,,,,,7,,,,22,,,,,138,,,,,,,,,,,,,71.0,,,,,,12.0,,7.0,,,,4.0,,
000001,,,,,,,,,,,,,,1,,,,69,,,,,1,,,,,,,,,,,,,9.0,,,,,,1.0,,19.0,,,93.0,21.0,,
000010,,,,88.0,,,,,,,,,,78,,,,36,,,,,24,,,,,,,,,,,,,144.0,,,,,,78.0,,,,,177.0,,,
000100,,,,145.0,,,,,,,,,,158,,,,35,,,,,13,,,,,,,,,,,,,27.0,,,,,,144.0,,17.0,,,70.0,11.0,,
001000,,,,21.0,,,,,,,,,,11,,,,60,,,,,11,,,,,,,,,,,,,,,,,,,24.0,,,,,140.0,,,
001001,,,,116.0,,,,,,,,,,113,,,,102,,,,,231,,,,,,,,,,,,,53.0,,,,,,121.0,,1.0,,,10.0,1.0,,
001010,,,,102.0,,,,,,,,,,105,,,,2,,,,,16,,,,,,,,,,,,,21.0,,,,,,126.0,,8.0,,,4.0,4.0,,
010000,,,,81.0,,,,,,,,,,77,,,,2,,,,,6,,,,,,,,,,,,,6.0,,,,,,86.0,,8.0,,,2.0,9.0,,
010001,,,,26.0,,,,,,,,,,30,,,,35,,,,,5,,,,,,,,,,,,,10.0,,,,,,34.0,,1.0,,,12.0,,,
011000,,,,1.0,,,,,,,,,,1,,,,20,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,
011001,,,,73.0,,,,,,,,,,90,,,,502,,,,,53,,,,,,,,,,,,,255.0,,,,,,65.0,,953.0,,,147.0,966.0,,
100000,,,,10.0,,,,,,,,,,11,,,,79,,,,,5,,,,,,,,,,,,,11.0,,,,,,7.0,,5.0,,,1.0,8.0,,
100100,1024.0,1024.0,1024.0,357.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,342,1024.0,1024.0,1024.0,60,1024.0,1024.0,1024.0,1024.0,403,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,417.0,1024.0,1024.0,1024.0,1024.0,1024.0,326.0,1024.0,5.0,1024.0,1024.0,358.0,,1024.0,1024.0
