states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
101101,1024.0,795.0,902.0,881.0,363.0,793.0,1024.0,934.0,1024.0,390.0,921.0,1024.0,806.0,883.0,883.0,1024.0,1024.0,805.0,1024.0,1024.0,809.0,799.0,814.0,927.0,928.0,888.0,800.0,159.0,919.0,1024.0,1024.0,1024.0,797.0,786.0,856.0,1024.0,1024.0,867.0,887.0,935.0,871.0,789.0,1024.0,916.0,1024.0,155.0,27.0,1024.0,893.0,1024.0
010010,,149.0,73.0,96.0,403.0,153.0,,43.0,,377.0,51.0,,146.0,87.0,59.0,,,145.0,,,147.0,159.0,145.0,34.0,45.0,94.0,151.0,530.0,57.0,,,,158.0,178.0,73.0,,,97.0,96.0,40.0,106.0,167.0,,58.0,,502.0,710.0,,73.0,
001101,,32.0,28.0,27.0,12.0,34.0,,42.0,,13.0,45.0,,33.0,28.0,73.0,,,27.0,,,27.0,31.0,23.0,51.0,44.0,23.0,32.0,,42.0,,,,35.0,26.0,87.0,,,31.0,21.0,43.0,24.0,28.0,,45.0,,1.0,24.0,,35.0,
000010,,25.0,8.0,11.0,24.0,23.0,,3.0,,29.0,1.0,,19.0,18.0,,,,30.0,,,24.0,10.0,21.0,,,14.0,19.0,4.0,1.0,,,,17.0,17.0,,,,14.0,12.0,2.0,12.0,26.0,,1.0,,,9.0,,6.0,
000101,,7.0,1.0,1.0,16.0,4.0,,,,12.0,,,4.0,2.0,,,,4.0,,,3.0,9.0,1.0,,,1.0,7.0,31.0,,,,,5.0,6.0,,,,3.0,2.0,,3.0,4.0,,,,28.0,,,,
100101,,4.0,,,2.0,3.0,,,,,3.0,,,2.0,2.0,,,1.0,,,1.0,3.0,2.0,5.0,1.0,1.0,3.0,5.0,2.0,,,,1.0,1.0,3.0,,,2.0,,2.0,1.0,2.0,,1.0,,4.0,7.0,,3.0,
101001,,4.0,7.0,5.0,100.0,7.0,,1.0,,76.0,,,9.0,,5.0,,,3.0,,,3.0,4.0,5.0,2.0,1.0,2.0,2.0,99.0,1.0,,,,5.0,2.0,1.0,,,4.0,3.0,,1.0,3.0,,2.0,,99.0,42.0,,4.0,
101100,,4.0,4.0,2.0,81.0,5.0,,1.0,,104.0,2.0,,5.0,2.0,1.0,,,5.0,,,7.0,6.0,9.0,2.0,2.0,,5.0,107.0,2.0,,,,4.0,5.0,2.0,,,4.0,1.0,1.0,5.0,4.0,,1.0,,120.0,126.0,,5.0,
000100,,3.0,,,4.0,1.0,,,,2.0,,,1.0,,,,,2.0,,,,2.0,,,,,1.0,12.0,,,,,,,,,,1.0,,,,,,,,12.0,,,,
001100,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,22.0,,,
010000,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,4.0,
101000,,,,,9.0,,,,,17.0,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,77.0,2.0,,,
000000,,,,,4.0,,,,,1.0,,,,,,,,,,,,,,1.0,2.0,,,5.0,,,,,,,1.0,,,,1.0,,,,,,,4.0,1.0,,1.0,
000001,,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,12.0,,,,
000110,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,4.0,,,,,,,,,,,,1.0,,,,,,5.0,34.0,,,
100001,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,,,
001000,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,2.0,,,,,,,,1.0,,,,,1.0,,,
001001,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,1.0,,,,,1.0,6.0,,,
100100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
