states,counts_p3_1of50,counts_p3_2of50,counts_p3_3of50,counts_p3_4of50,counts_p3_5of50,counts_p3_6of50,counts_p3_7of50,counts_p3_8of50,counts_p3_9of50,counts_p3_10of50,counts_p3_11of50,counts_p3_12of50,counts_p3_13of50,counts_p3_14of50,counts_p3_15of50,counts_p3_16of50,counts_p3_17of50,counts_p3_18of50,counts_p3_19of50,counts_p3_20of50,counts_p3_21of50,counts_p3_22of50,counts_p3_23of50,counts_p3_24of50,counts_p3_25of50,counts_p3_26of50,counts_p3_27of50,counts_p3_28of50,counts_p3_29of50,counts_p3_30of50,counts_p3_31of50,counts_p3_32of50,counts_p3_33of50,counts_p3_34of50,counts_p3_35of50,counts_p3_36of50,counts_p3_37of50,counts_p3_38of50,counts_p3_39of50,counts_p3_40of50,counts_p3_41of50,counts_p3_42of50,counts_p3_43of50,counts_p3_44of50,counts_p3_45of50,counts_p3_46of50,counts_p3_47of50,counts_p3_48of50,counts_p3_49of50,counts_p3_50of50
011001,1024.0,1024.0,105.0,1024.0,1024.0,497.0,518,1024.0,968.0,101.0,112.0,108.0,1024.0,962.0,103.0,1024.0,1024.0,115.0,1024.0,1024.0,1024.0,1024.0,429,111.0,471,1024.0,442.0,108.0,85.0,85.0,1024.0,1024.0,1024.0,101.0,958,1024.0,1024.0,1024.0,105.0,1024.0,114.0,957.0,81.0,131.0,1024.0,1024.0,1024.0,106.0,492,1024.0
100000,,,867.0,,,112.0,115,,5.0,882.0,865.0,865.0,,4.0,864.0,,,859.0,,,,,357,865.0,320,,341.0,867.0,904.0,905.0,,,,873.0,8,,,,861.0,,855.0,5.0,903.0,846.0,,,,861.0,112,
011000,,,17.0,,,73.0,82,,8.0,15.0,14.0,25.0,,9.0,13.0,,,13.0,,,,,27,13.0,13,,21.0,11.0,7.0,4.0,,,,12.0,8,,,,17.0,,12.0,6.0,8.0,15.0,,,,17.0,92,
010001,,,14.0,,,4.0,3,,2.0,9.0,10.0,11.0,,1.0,12.0,,,9.0,,,,,16,7.0,17,,15.0,15.0,14.0,9.0,,,,16.0,2,,,,15.0,,15.0,1.0,10.0,7.0,,,,16.0,6,
001001,,,10.0,,,9.0,8,,1.0,16.0,16.0,11.0,,3.0,19.0,,,15.0,,,,,21,18.0,10,,18.0,16.0,8.0,11.0,,,,10.0,1,,,,22.0,,12.0,2.0,11.0,9.0,,,,17.0,7,
001000,,,4.0,,,,1,,,,1.0,,,,2.0,,,1.0,,,,,8,2.0,5,,7.0,1.0,4.0,5.0,,,,3.0,1,,,,,,1.0,1.0,1.0,,,,,,2,
000000,,,3.0,,,18.0,21,,2.0,,1.0,2.0,,2.0,4.0,,,1.0,,,,,6,3.0,5,,6.0,1.0,,,,,,3.0,3,,,,2.0,,6.0,4.0,5.0,2.0,,,,3.0,18,
000010,,,2.0,,,232.0,204,,31.0,,,,,35.0,,,,,,,,,126,,159,,151.0,,,,,,,2.0,33,,,,,,,36.0,1.0,1.0,,,,,209,
000100,,,2.0,,,71.0,66,,6.0,1.0,1.0,1.0,,4.0,4.0,,,6.0,,,,,1,3.0,2,,,4.0,2.0,,,,,1.0,3,,,,,,3.0,7.0,2.0,6.0,,,,,83,
010000,,,,,,7.0,5,,,,1.0,1.0,,1.0,3.0,,,2.0,,,,,11,2.0,4,,9.0,1.0,,5.0,,,,3.0,1,,,,,,,,2.0,,,,,,2,
000001,,,,,,1.0,1,,1.0,,3.0,,,3.0,,,,3.0,,,,,22,,18,,14.0,,,,,,,,6,,,,2.0,,6.0,5.0,,7.0,,,,4.0,1,
