states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,9.0,,,,,,
000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,5.0,,,,,,
000010,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
000011,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,
000100,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,,,
000101,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,7.0,,,,4.0,,
000110,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,,
000111,,,,,,,,,,,,,5.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
001000,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
001001,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,
001010,,,,,16.0,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,6.0,,,,,,8.0,,,,3.0,,
001011,,,,,7.0,,,,,,,,6.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,
001100,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
001101,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
001110,,,,,6.0,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,
001111,,,,,,,,,,,,,207.0,,,,,,,,,,60.0,,,,,,,,,,,,,,,744.0,,,,,,727.0,,,,284.0,,
010000,,,,,8.0,,,,,,,,165.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,26.0,,,,,,25.0,,,,648.0,,
100000,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100010,,,,,5.0,,,,,,,,5.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,10.0,,,,,,5.0,,,,3.0,,
101000,,,,,4.0,,,,,,,,8.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,4.0,,,,,,5.0,,,,4.0,,
101010,1024.0,1024.0,1024.0,1024.0,978.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,598.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,918.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,211.0,1024.0,1024.0,1024.0,1024.0,1024.0,219.0,1024.0,1024.0,1024.0,73.0,1024.0,1024.0
