states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
000000,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,
000001,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,5,,,,,,,,,,,,,,
000011,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,50,,,,,,,,,,,,,,
000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,3,,,,,,,,,,,,,,
000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,
000110,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,13,,,,,,,,,,,,,,
000111,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,1.0,,,,,,,,2,,,,,,,,,,,,,,
001000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,
001001,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,24.0,,,,,,,,69,,,,,,,,,,,,,,
001010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,
001011,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,8.0,,,,,,,,11,,,,,,,,,,,,,,
001100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,
001101,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,8.0,,,,,,,,20,,,,,,,,,,,,,,
001110,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,73,,,,,,,,,,,,,,
001111,,,,,,,,,,,,,,,,292.0,,,,,,,,,,,,275.0,,,,,,,,37,,,,,,,,,,,,,,
010000,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,106.0,,,,,,,,7,,,,,,,,,,,,,,
100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,
100001,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,8,,,,,,,,,,,,,,
101000,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,1.0,,,,,,,,273,,,,,,,,,,,,,,
101001,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,582.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,593.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,279,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
