states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
000000,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
000001,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,1.0,,,,1.0,,,,,,,4.0,,,,,,
000010,,,,,,,,,,,,,,,,,,,,,14.0,,,,2.0,,4.0,,,,10.0,,,,,,,,,,,,,,2.0,,,,,
000100,,,3.0,,,,,,,,,,,,,,,,,,4.0,,,,12.0,,7.0,,,,7.0,,,,,,,,,2.0,,,,2.0,5.0,,,1.0,,
000101,,,,12.0,,,,,,,,,,,,,,,,,10.0,,,,26.0,,9.0,,,1.0,,,1.0,,,,2.0,,,3.0,,,,,,,,,,
001000,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,
001001,,,,2.0,,,,,,,,,,,,,,,,,5.0,,,,29.0,,4.0,,,,4.0,,,,,,,,,,,,,5.0,1.0,,,,,
001100,,,,3.0,,,,,,,,,,,,,,,,,17.0,,,,1.0,,16.0,,,,16.0,,,,,,,,,1.0,,,,2.0,3.0,,,,,
001101,,,3.0,52.0,,,,,,,4.0,,,,1.0,,3.0,,1.0,,17.0,,,,29.0,,13.0,,,,64.0,,1.0,,,,1.0,,,6.0,,,,24.0,2.0,,,4.0,,
010000,,,2.0,3.0,,,,,,,5.0,,,,3.0,,,,6.0,,4.0,,,,5.0,,,,,2.0,,,1.0,,,,5.0,,,4.0,,,,1.0,,,,2.0,,
010100,1024.0,1024.0,49.0,275.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,39.0,1024.0,1024.0,1024.0,42.0,1024.0,57.0,1024.0,58.0,1024.0,790.0,1024.0,1024.0,1024.0,495.0,1024.0,813.0,1024.0,1024.0,105.0,745.0,1024.0,87.0,1024.0,1024.0,1024.0,72.0,1024.0,1024.0,130.0,1024.0,1024.0,1024.0,330.0,914.0,1024.0,1024.0,45.0,1024.0,1024.0
100000,,,967.0,676.0,,,,,,,976.0,,,,978.0,,964.0,,958.0,,162.0,,,,421.0,,157.0,,,914.0,174.0,,933.0,,,,943.0,,,878.0,,,,656.0,97.0,,,972.0,,
