states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
000000,1.0,,,,3.0,,,,,,,4.0,,,,1.0,,2.0,,,4.0,,,,2.0,,,2.0,,,,,,1.0,2.0,1.0,,3.0,1.0,,4.0,,,,,2.0,,,,
000001,4.0,,35.0,3.0,32.0,16.0,,1.0,,1.0,,44.0,1.0,,,,3.0,12.0,3.0,2.0,3.0,10.0,,1.0,10.0,4.0,,17.0,,4.0,,1.0,4.0,,,10.0,3.0,11.0,3.0,1.0,6.0,2.0,4.0,5.0,,5.0,8.0,5.0,5.0,8.0
000010,2.0,69.0,14.0,,10.0,,,,,1.0,75.0,6.0,61.0,,,13.0,3.0,2.0,72.0,63.0,5.0,4.0,,6.0,7.0,66.0,,11.0,1024.0,54.0,,46.0,60.0,40.0,10.0,3.0,2.0,7.0,7.0,892.0,2.0,3.0,54.0,48.0,493.0,,1.0,61.0,35.0,77.0
000100,1.0,863.0,633.0,13.0,627.0,10.0,,,,15.0,863.0,621.0,874.0,,,21.0,4.0,15.0,3.0,882.0,53.0,1.0,,2.0,29.0,862.0,,1.0,,912.0,,911.0,896.0,6.0,1.0,11.0,3.0,11.0,,99.0,13.0,3.0,889.0,906.0,23.0,,28.0,890.0,915.0,857.0
001000,3.0,7.0,15.0,6.0,19.0,4.0,,,,,4.0,13.0,5.0,,,,1.0,2.0,3.0,3.0,29.0,,,,2.0,2.0,,13.0,,1.0,,2.0,5.0,20.0,,1.0,3.0,2.0,,7.0,,,1.0,6.0,,4.0,9.0,3.0,6.0,7.0
001001,1007.0,82.0,308.0,957.0,308.0,951.0,,1000.0,,76.0,76.0,319.0,80.0,,,979.0,931.0,918.0,708.0,68.0,498.0,75.0,,929.0,953.0,83.0,,904.0,,53.0,,64.0,58.0,679.0,923.0,942.0,1009.0,930.0,909.0,,935.0,914.0,74.0,59.0,6.0,1012.0,722.0,65.0,60.0,74.0
010000,,,,,,,,,,1.0,,,,,,1.0,3.0,5.0,,,2.0,,,2.0,1.0,,,2.0,,,,,,,,5.0,,6.0,,,5.0,2.0,,,,,1.0,,,
010001,1.0,1.0,,8.0,,6.0,,1.0,,,1.0,,2.0,,,,2.0,,4.0,,16.0,2.0,,,6.0,,,23.0,,,,,1.0,9.0,2.0,,1.0,,1.0,1.0,,5.0,1.0,,,1.0,9.0,,2.0,
100000,,,,,,2.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,1.0,1.0,6.0,,4.0,,,5.0,,1.0,,,,2.0,,,
100001,5.0,,,9.0,1.0,7.0,,,,4.0,3.0,,,,,,1.0,,5.0,,24.0,2.0,,2.0,8.0,1.0,,45.0,,,,,,16.0,4.0,,3.0,,3.0,4.0,,2.0,,,,,8.0,,1.0,
110000,,1.0,1.0,,1.0,1.0,,1.0,,7.0,1.0,2.0,1.0,,,3.0,4.0,1.0,,1.0,8.0,1.0,,9.0,1.0,1.0,,,,,,,,,3.0,,,,2.0,,,,,,,,5.0,,,1.0
110001,,1.0,18.0,28.0,23.0,27.0,1024.0,21.0,1024.0,919.0,1.0,15.0,,1024.0,1024.0,6.0,72.0,58.0,226.0,5.0,382.0,929.0,1024.0,73.0,5.0,5.0,1024.0,6.0,,,1024.0,,,252.0,78.0,45.0,,50.0,98.0,20.0,54.0,93.0,,,502.0,,231.0,,,
