states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
000000,,2.0,,3.0,,8.0,,1.0,2.0,,2,,,3.0,6.0,4.0,,7.0,,,,,,,,,2.0,,9.0,3.0,14,,,7.0,,1.0,7.0,4.0,24.0,5.0,,4.0,,6.0,8.0,,,,,8.0
000001,,,,1.0,5.0,4.0,10.0,3.0,6.0,2.0,21,,,22.0,23.0,23.0,5.0,28.0,2.0,,,1.0,3.0,13.0,,,,,3.0,,1,,5.0,40.0,,16.0,,29.0,37.0,41.0,,5.0,,10.0,31.0,11.0,,,1.0,19.0
000010,,119.0,326.0,5.0,133.0,47.0,54.0,261.0,1.0,576.0,8,,,,,6.0,172.0,,281.0,301.0,300.0,,,70.0,322.0,607.0,280.0,335.0,,,44,288.0,385.0,,20.0,130.0,493.0,3.0,509.0,6.0,3.0,8.0,336.0,5.0,6.0,225.0,306.0,307.0,375.0,4.0
000100,,27.0,,39.0,5.0,29.0,,,47.0,287.0,3,,,32.0,45.0,,467.0,35.0,,,,1.0,2.0,,1.0,269.0,,,102.0,,139,,3.0,35.0,,11.0,342.0,44.0,,4.0,,37.0,,35.0,3.0,672.0,,,3.0,38.0
001000,,12.0,,1.0,12.0,2.0,4.0,,5.0,1.0,1,,,,,3.0,59.0,2.0,2.0,,1.0,1.0,1.0,1.0,4.0,,,,9.0,1.0,1,,1.0,,,10.0,3.0,,6.0,2.0,,2.0,,2.0,1.0,,,3.0,,
001001,,4.0,9.0,,,5.0,6.0,,,19.0,3,,,1.0,,2.0,1.0,,10.0,8.0,12.0,14.0,3.0,4.0,15.0,11.0,,7.0,80.0,,184,13.0,1.0,1.0,2.0,,29.0,,11.0,,,,12.0,,,5.0,12.0,19.0,4.0,
010000,,208.0,4.0,71.0,4.0,11.0,260.0,47.0,,42.0,4,,,8.0,9.0,2.0,230.0,6.0,4.0,1.0,1.0,,,293.0,4.0,18.0,42.0,3.0,220.0,5.0,67,2.0,10.0,7.0,,3.0,31.0,10.0,19.0,2.0,,55.0,4.0,6.0,1.0,31.0,2.0,1.0,14.0,7.0
011000,,329.0,523.0,881.0,247.0,706.0,434.0,699.0,868.0,1.0,162,,,463.0,461.0,615.0,69.0,492.0,550.0,550.0,564.0,78.0,104.0,434.0,529.0,,689.0,533.0,542.0,1014.0,499,547.0,601.0,471.0,40.0,218.0,2.0,457.0,370.0,583.0,7.0,897.0,516.0,880.0,601.0,1.0,542.0,555.0,610.0,488.0
100000,,5.0,,,2.0,,4.0,9.0,,12.0,1,,,4.0,6.0,5.0,1.0,,,,,,1.0,5.0,,8.0,7.0,,,,7,,10.0,5.0,1.0,6.0,20.0,7.0,,12.0,,,,1.0,11.0,2.0,,1.0,6.0,1.0
100001,,136.0,17.0,4.0,2.0,6.0,117.0,2.0,14.0,32.0,10,,,9.0,10.0,164.0,11.0,16.0,13.0,6.0,6.0,16.0,10.0,84.0,7.0,26.0,2.0,9.0,18.0,,7,13.0,6.0,11.0,18.0,,45.0,12.0,1.0,149.0,2.0,2.0,10.0,12.0,154.0,74.0,9.0,10.0,6.0,13.0
101000,,6.0,,16.0,10.0,1.0,4.0,,74.0,43.0,12,,,10.0,5.0,2.0,3.0,15.0,,1.0,1.0,12.0,10.0,4.0,,75.0,,,,1.0,43,,,12.0,,10.0,44.0,6.0,41.0,3.0,,9.0,,65.0,1.0,2.0,1.0,,2.0,10.0
101001,1024.0,176.0,145.0,3.0,604.0,205.0,131.0,2.0,7.0,9.0,797,1024.0,1024.0,472.0,459.0,198.0,6.0,423.0,162.0,157.0,139.0,901.0,890.0,116.0,142.0,10.0,2.0,137.0,41.0,,18,161.0,2.0,435.0,943.0,619.0,8.0,452.0,6.0,217.0,1012.0,5.0,146.0,2.0,207.0,1.0,152.0,128.0,3.0,436.0
