states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
000000,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,3.0,3.0,,1.0,,,,,,2.0,,,,,,,
000001,,8.0,,,,,,17.0,,,,,13.0,,,,,1.0,,,,,2.0,,,15.0,,,,,,,,24.0,17.0,,10.0,,,11.0,,,16.0,,,,,,,
000010,,32.0,,,,,,37.0,,,,,,,,,,,,,,,12.0,,,,,,,,,,,1.0,2.0,,42.0,,,12.0,,,1.0,,,,,,,
000011,,65.0,,,,,,58.0,,,,,37.0,,,,,46.0,,,,2.0,2.0,,,49.0,,,,,,,,27.0,23.0,,65.0,,,5.0,,,25.0,,,,,,,
000100,,19.0,,,,,,33.0,,,,,34.0,,,,,48.0,,,,7.0,103.0,,,24.0,,,,,,,,35.0,45.0,,28.0,,,60.0,,,36.0,,,,,,,
001000,,,,,,,,,,,,,6.0,,,,,1.0,,,,,3.0,,,11.0,,,,,,,,1.0,2.0,,,,,5.0,,,1.0,,,,,,,
001001,,245.0,,,,,,255.0,,,,,111.0,,,,,,,,,2.0,164.0,,,128.0,,,,,,,,419.0,451.0,,253.0,,,154.0,,,426.0,,,,,,,
010000,,,,,,,,,,,,,10.0,,,,,1.0,,,,,,,,4.0,,,,,,,,9.0,9.0,,,,,1.0,,,7.0,,,,,,,
010001,,1.0,,,,,,,,,,,17.0,,,,,58.0,,,,1.0,10.0,,,11.0,,,,,,,,,,,2.0,,,5.0,,,,,,,,,,
010010,,16.0,,,,,,18.0,,,,,14.0,,,,,,,,,,13.0,,,18.0,,,,,,,,10.0,4.0,,30.0,,,4.0,,,9.0,,,,,,,
010011,,488.0,,,,,,447.0,,,,,548.0,,,,,661.0,,,,963.0,327.0,,,536.0,,,,,,,,462.0,432.0,,465.0,,,749.0,,,467.0,,,,,,,
100000,1024.0,150.0,1024.0,1024.0,1024.0,1024.0,1024.0,159.0,1024.0,1024.0,1024.0,1024.0,234.0,1024.0,1024.0,1024.0,1024.0,208.0,1024.0,1024.0,1024.0,49.0,383.0,1024.0,1024.0,228.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,33.0,36.0,1024.0,128.0,1024.0,1024.0,18.0,1024.0,1024.0,34.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
