states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
000000,5.0,2.0,,,5.0,,,,,,27.0,8.0,,,,,,,,9.0,,,,,,9.0,2.0,,,,,,,,,,,3.0,,,8.0,5,5.0,,,,2.0,,,
000001,4.0,7.0,,,7.0,,,,,4.0,6.0,7.0,,,,,,,,12.0,,,,,,6.0,6.0,,,,,,,,,,,9.0,,,7.0,13,6.0,,,,3.0,,,
000010,141.0,23.0,,,15.0,,,2.0,,,,26.0,,,,,,,,17.0,,,,,,18.0,151.0,,,,,,,,,,,45.0,,,163.0,26,41.0,,,842.0,164.0,,,
000100,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,1,3.0,,,,2.0,,,
000101,1.0,,,,1.0,,,4.0,,19.0,115.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,2,1.0,,,2.0,1.0,,,
001000,6.0,7.0,,,3.0,,,1.0,,,9.0,,,,,,,,,,,,,,,3.0,11.0,,,,,,,,,,,,,,7.0,6,,,,1.0,11.0,,,
001100,239.0,570.0,,,853.0,,,31.0,,130.0,299.0,819.0,,,,,,,,829.0,,,,,,856.0,225.0,,,,,,,,,,,844.0,,,215.0,537,867.0,,,54.0,238.0,,,
010000,,2.0,,,8.0,,,,,1.0,25.0,4.0,,,,,,,,7.0,,,,,,6.0,,,,,,,,,,,,8.0,,,,5,3.0,,,12.0,,,,
010001,,13.0,,,,,,,,8.0,15.0,1.0,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,1.0,,,1.0,16,,,,26.0,,,,
010100,91.0,316.0,,,7.0,,,,,1.0,42.0,11.0,,,,,,,,8.0,,,,,,10.0,94.0,,,,,,,,,,,20.0,,,96.0,342,16.0,,,11.0,67.0,,,
010101,462.0,72.0,1024.0,1024.0,11.0,1024.0,,941.0,,580.0,482.0,16.0,,1024.0,1024.0,1024.0,1024.0,,,25.0,,1024.0,,,,15.0,471.0,,1024.0,1024.0,1024.0,,1024.0,1024.0,,1024.0,1024.0,1.0,,,452.0,62,,,1024.0,11.0,457.0,1024.0,1024.0,1024.0
100000,74.0,12.0,,,114.0,,1024.0,44.0,1024.0,281.0,2.0,132.0,1024.0,,,,,1024.0,1024.0,116.0,1024.0,,1024.0,1024.0,1024.0,98.0,62.0,1024.0,,,,1024.0,,,1024.0,,,91.0,1024.0,1024.0,73.0,9,82.0,1024.0,,65.0,79.0,,,
