states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
000000,,,5.0,,,10,,,,,3,,3.0,2,,,,,,,,,,,,,,1.0,,,1.0,16.0,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0
000001,,,8.0,,,33,,22.0,11.0,,57,,6.0,2,,,,,11.0,,,,,,,,,5.0,,,5.0,1.0,2.0,,,,,,,,,3.0,,,,,,,2.0,
000010,1.0,,6.0,,,1,,1.0,2.0,,4,,6.0,4,,,,,8.0,1.0,,,,3.0,,,,4.0,,,,3.0,,2.0,,,,,,,,1.0,,,,,2.0,,,
000011,5.0,,8.0,,,28,,19.0,20.0,,13,,23.0,15,,,,,8.0,,,,,,,,,,,,,,4.0,1.0,,,,,,,,3.0,,,,,4.0,,17.0,6.0
000100,,,5.0,,,11,,4.0,10.0,,5,,1.0,5,,,,,1.0,,,,,,,,,3.0,,,5.0,,2.0,,,,,,,,,,,,,,,,3.0,
001000,1.0,,1.0,,,7,,3.0,13.0,,7,,,6,,,,,1.0,,,,,,,,,4.0,,,5.0,,1.0,,,,,,,,,1.0,,,,,1.0,,2.0,
001100,3.0,,6.0,,,2,,6.0,1.0,,7,,21.0,3,,,,,6.0,,,,,4.0,,,,10.0,,,8.0,,9.0,1.0,,,,,,,,5.0,,,,,1.0,,26.0,4.0
010000,28.0,,,,,6,,15.0,40.0,,10,,5.0,17,,,,,33.0,,,,,4.0,,,,1.0,,,10.0,26.0,18.0,,,,,,,,,8.0,,,,,22.0,,20.0,27.0
010001,15.0,,66.0,,,38,,247.0,103.0,,139,,39.0,14,,,,,138.0,,,,,41.0,,,,32.0,,,6.0,38.0,40.0,,,,,,,,,33.0,,,,,15.0,,,10.0
010010,7.0,,31.0,,,8,,,31.0,,2,,39.0,25,,,,,1.0,,,,,69.0,,,,55.0,,,31.0,2.0,3.0,,,,,,,,,9.0,,,,,4.0,,67.0,3.0
010011,73.0,,4.0,,,122,,93.0,41.0,,251,,105.0,49,,,,,152.0,,,,,13.0,,,,53.0,,,80.0,175.0,48.0,,,,,,,,,31.0,,,,,60.0,,129.0,74.0
010100,,,14.0,,,9,,8.0,4.0,,3,,1.0,7,,,,,7.0,,,,,1.0,,,,3.0,,,8.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
011000,,,8.0,,,9,,4.0,6.0,,3,,2.0,2,,,,,8.0,,,,,4.0,,,,,,,7.0,2.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,1.0
011100,471.0,,600.0,,,29,,16.0,251.0,,50,,557.0,195,,,,,640.0,1.0,,,,618.0,,,,783.0,,,796.0,630.0,589.0,1.0,,,,,,,,681.0,,,,,521.0,,712.0,457.0
100000,2.0,,19.0,,,389,,335.0,49.0,,217,,40.0,83,,,,,3.0,4.0,,,,96.0,,,,10.0,,,54.0,92.0,6.0,64.0,,,,,,,,6.0,,,,,11.0,,5.0,1.0
100010,418.0,1024.0,243.0,1024.0,1024.0,322,1024.0,251.0,442.0,1024.0,253,1024.0,176.0,595,1024.0,1024.0,1024.0,1024.0,7.0,1018.0,1024.0,1024.0,1024.0,171.0,1024.0,1024.0,1024.0,60.0,1024.0,1024.0,8.0,38.0,300.0,952.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,241.0,1024.0,1024.0,1024.0,1024.0,382.0,1024.0,39.0,440.0
