states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
000000,,,,,,,,,,,,,,,,1.0,,48,,,,,,,,,2.0,,,,,,,,,,,48,,,,,,,,,,,3.0,
000001,,,,,,,,,,,,,,,,98.0,,13,,,,,,,,,11.0,,,,,,,,,,,98,,,,,,,1.0,,,,133.0,
000010,,,,,,,,,,,,,,,,5.0,,292,,,,,,,,,65.0,,1024.0,,,,,,,,1024.0,273,,,,,,,27.0,,,,7.0,
000100,,,,,,,,,,,,,,,,1.0,,14,,,,,,,,,8.0,,,,,,,,,,,17,,,,,,,1.0,,,,,
001000,,,,,,,,,,,,,,,,,,8,,,,,,,,,5.0,,,,,,,,,,,10,,,,,,,2.0,,,,,
001100,,,,,,,,,,,,,,,,6.0,,95,,,,,,,,,19.0,,,,,,,,,,,119,,,,,,,17.0,,,,22.0,
010000,,,,,,,,,,,,,,,,119.0,,71,,,,,,,,,,,,,,,,,,,,10,,,,,,,11.0,,,,75.0,
100000,,,,,,,,,,,,,,,,6.0,,29,,,,,,,,,73.0,,,,,,,,,,,44,,,,,,,1.0,,,,15.0,
100100,,,,,,,,,,,,,,,,128.0,,30,,,,,,,,,134.0,,,,,,,,,,,112,,,,,,,3.0,,,,144.0,
101000,,,,,,,,,,,,,,,,129.0,,27,,,,,,,,,141.0,,,,,,,,,,,90,,,,,,,6.0,,,,150.0,
101100,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,531.0,1024.0,397,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,566.0,1024.0,,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,,203,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,955.0,1024.0,1024.0,1024.0,475.0,1024.0
