states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
101110,1024.0,1024.0,1024.0,1024.0,44,1024.0,72,824.0,359.0,1024.0,1024.0,1024.0,38.0,1024.0,1024.0,1024.0,100.0,1024.0,137,7.0,15.0,1024.0,18.0,1024.0,95.0,269.0,33,1024.0,274.0,7.0,1024.0,1024.0,1024.0,1024.0,7,1024.0,192.0,1024.0,31.0,,1024.0,1024.0,38.0,17.0,456.0,1024.0,132.0,1024.0,1024.0,55
100001,,,,,267,,115,44.0,426.0,,,,326.0,,,,404.0,,454,103.0,250.0,,322.0,,183.0,49.0,273,,86.0,56.0,,,,,38,,429.0,,171.0,,,,367.0,35.0,133.0,,341.0,,,137
000001,,,,,250,,18,,12.0,,,,70.0,,,,117.0,,25,4.0,7.0,,121.0,,11.0,100.0,197,,3.0,2.0,,,,,7,,32.0,,40.0,1024.0,,,60.0,305.0,77.0,,173.0,,,168
010001,,,,,130,,576,45.0,5.0,,,,174.0,,,,17.0,,41,808.0,566.0,,477.0,,139.0,393.0,185,,212.0,516.0,,,,,353,,125.0,,523.0,,,,111.0,255.0,20.0,,8.0,,,274
100110,,,,,123,,97,,14.0,,,,177.0,,,,166.0,,129,20.0,50.0,,11.0,,6.0,179.0,47,,327.0,41.0,,,,,286,,53.0,,127.0,,,,166.0,122.0,47.0,,137.0,,,176
011000,,,,,53,,42,8.0,7.0,,,,10.0,,,,7.0,,4,2.0,11.0,,12.0,,60.0,6.0,41,,17.0,35.0,,,,,12,,5.0,,23.0,,,,1.0,115.0,4.0,,7.0,,,17
001110,,,,,26,,5,24.0,58.0,,,,141.0,,,,37.0,,17,10.0,2.0,,3.0,,253.0,5.0,33,,30.0,39.0,,,,,2,,29.0,,6.0,,,,164.0,78.0,148.0,,48.0,,,3
001100,,,,,25,,12,17.0,16.0,,,,4.0,,,,7.0,,3,1.0,,,,,,,6,,1.0,2.0,,,,,20,,,,,,,,5.0,,,,1.0,,,22
001010,,,,,24,,6,12.0,18.0,,,,1.0,,,,5.0,,12,1.0,,,1.0,,1.0,,9,,,5.0,,,,,17,,,,,,,,3.0,1.0,,,2.0,,,27
000110,,,,,18,,35,1.0,27.0,,,,29.0,,,,11.0,,103,20.0,7.0,,10.0,,122.0,2.0,70,,11.0,245.0,,,,,19,,13.0,,12.0,,,,32.0,38.0,43.0,,5.0,,,55
101010,,,,,15,,1,4.0,9.0,,,,2.0,,,,40.0,,1,,1.0,,7.0,,6.0,4.0,7,,3.0,2.0,,,,,44,,15.0,,,,,,,6.0,2.0,,37.0,,,3
101100,,,,,14,,2,2.0,11.0,,,,,,,,53.0,,1,2.0,,,4.0,,2.0,2.0,2,,4.0,1.0,,,,,44,,15.0,,1.0,,,,,18.0,1.0,,56.0,,,7
010000,,,,,11,,16,3.0,9.0,,,,8.0,,,,,,24,,1.0,,1.0,,10.0,2.0,28,,,11.0,,,,,40,,,,4.0,,,,4.0,,,,,,,9
000000,,,,,9,,7,,12.0,,,,7.0,,,,2.0,,6,10.0,10.0,,1.0,,3.0,2.0,11,,3.0,17.0,,,,,11,,4.0,,,,,,18.0,2.0,7.0,,2.0,,,2
000100,,,,,3,,2,,2.0,,,,10.0,,,,3.0,,15,3.0,,,,,19.0,,10,,1.0,5.0,,,,,15,,4.0,,,,,,14.0,5.0,1.0,,,,,2
100100,,,,,3,,5,7.0,20.0,,,,2.0,,,,5.0,,15,6.0,10.0,,9.0,,27.0,5.0,8,,3.0,9.0,,,,,2,,28.0,,20.0,,,,5.0,8.0,22.0,,10.0,,,2
101000,,,,,3,,4,13.0,,,,,,,,,31.0,,3,8.0,33.0,,4.0,,6.0,1.0,22,,6.0,1.0,,,,,28,,21.0,,8.0,,,,,3.0,39.0,,48.0,,,4
100010,,,,,2,,2,14.0,13.0,,,,4.0,,,,9.0,,9,5.0,11.0,,10.0,,32.0,5.0,10,,,18.0,,,,,6,,30.0,,14.0,,,,2.0,4.0,20.0,,12.0,,,2
000010,,,,,2,,2,,,,,,12.0,,,,5.0,,10,5.0,1.0,,3.0,,11.0,,8,,1.0,12.0,,,,,15,,2.0,,1.0,,,,25.0,6.0,2.0,,1.0,,,3
001000,,,,,1,,4,4.0,2.0,,,,4.0,,,,,,9,8.0,1.0,,10.0,,21.0,,14,,26.0,,,,,,21,,8.0,,10.0,,,,2.0,3.0,1.0,,3.0,,,30
100000,,,,,1,,1,2.0,4.0,,,,5.0,,,,5.0,,6,1.0,48.0,,,,17.0,,10,,16.0,,,,,,37,,19.0,,33.0,,,,7.0,3.0,1.0,,1.0,,,26
