states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
000101,469,286,155.0,,102,439.0,134.0,11.0,37.0,4.0,83,296,354,92.0,235,8.0,80.0,16.0,324,437.0,12.0,7.0,225,102,80.0,217,59,7.0,395.0,31.0,27.0,222.0,665.0,266.0,36.0,140.0,132,121,69,23.0,199,39,12.0,393.0,132,4.0,58,,308.0,248
011010,124,156,203.0,,369,112.0,229.0,249.0,389.0,316.0,410,105,76,290.0,34,203.0,264.0,45.0,90,74.0,392.0,510.0,289,362,523.0,141,309,213.0,16.0,55.0,58.0,393.0,37.0,374.0,179.0,269.0,377,336,222,28.0,262,538,247.0,127.0,429,219.0,534,,158.0,558
001010,93,177,346.0,1024.0,295,233.0,46.0,36.0,366.0,565.0,45,250,314,347.0,73,693.0,505.0,914.0,213,155.0,477.0,311.0,257,197,142.0,314,15,702.0,38.0,882.0,875.0,84.0,17.0,111.0,616.0,433.0,17,330,558,925.0,53,34,283.0,265.0,12,705.0,57,1024.0,54.0,12
000100,65,93,81.0,,14,88.0,270.0,,79.0,9.0,113,116,134,28.0,401,8.0,47.0,4.0,123,48.0,16.0,14.0,52,92,23.0,89,234,5.0,386.0,1.0,5.0,66.0,53.0,102.0,34.0,28.0,252,2,52,1.0,224,101,53.0,13.0,240,3.0,40,,178.0,26
011000,62,34,28.0,,17,4.0,,72.0,,,9,24,10,8.0,3,10.0,10.0,,33,16.0,12.0,28.0,17,17,,14,25,15.0,12.0,1.0,1.0,27.0,21.0,1.0,,13.0,7,1,17,,28,2,4.0,2.0,8,6.0,8,,71.0,8
100001,62,16,94.0,,8,,98.0,26.0,13.0,17.0,19,49,14,88.0,1,10.0,2.0,21.0,33,47.0,3.0,1.0,4,30,25.0,5,8,13.0,20.0,21.0,22.0,26.0,26.0,30.0,72.0,11.0,12,47,8,33.0,20,1,57.0,2.0,7,4.0,1,,69.0,9
000010,35,87,42.0,,4,19.0,61.0,3.0,,1.0,1,14,29,31.0,8,,14.0,,16,20.0,1.0,40.0,27,100,76.0,22,28,,6.0,,,25.0,21.0,2.0,40.0,14.0,86,31,5,8.0,4,66,50.0,44.0,97,1.0,17,,17.0,14
110000,28,9,,,31,26.0,32.0,499.0,45.0,7.0,125,3,11,,22,32.0,34.0,,4,4.0,41.0,5.0,4,20,7.0,4,36,25.0,5.0,2.0,1.0,90.0,18.0,39.0,9.0,8.0,47,19,6,1.0,92,143,126.0,,34,26.0,134,,,62
010010,27,10,37.0,,34,29.0,53.0,3.0,27.0,33.0,38,6,8,90.0,128,33.0,16.0,,5,29.0,18.0,,26,16,35.0,29,56,12.0,54.0,,3.0,19.0,36.0,23.0,13.0,78.0,3,53,29,,42,21,140.0,53.0,5,11.0,14,,10.0,32
001000,23,99,5.0,,14,18.0,9.0,31.0,11.0,,26,2,20,,15,20.0,36.0,13.0,2,66.0,17.0,2.0,31,59,20.0,4,49,27.0,18.0,30.0,29.0,32.0,8.0,,4.0,5.0,15,6,40,3.0,11,1,11.0,18.0,7,25.0,20,,26.0,11
100000,13,17,20.0,,76,5.0,16.0,48.0,14.0,7.0,21,13,5,9.0,54,4.0,7.0,,12,56.0,,1.0,1,4,16.0,36,19,,17.0,,,1.0,28.0,10.0,11.0,8.0,3,53,2,1.0,41,13,,7.0,3,5.0,45,,15.0,16
000011,9,6,,,6,9.0,2.0,12.0,7.0,62.0,95,67,13,23.0,20,1.0,,2.0,97,22.0,30.0,50.0,13,14,16.0,36,126,4.0,23.0,1.0,1.0,22.0,75.0,12.0,3.0,1.0,22,3,3,1.0,39,40,14.0,53.0,16,6.0,61,,6.0,12
000001,7,24,6.0,,17,2.0,41.0,13.0,17.0,,4,8,15,7.0,7,,2.0,6.0,11,12.0,,22.0,28,9,36.0,51,24,,,,1.0,7.0,,13.0,,10.0,40,10,6,,1,4,21.0,16.0,26,8.0,18,,18.0,2
010000,6,9,2.0,,31,27.0,,19.0,19.0,,14,53,20,5.0,22,2.0,,1.0,44,38.0,4.0,11.0,16,1,10.0,38,28,1.0,25.0,,1.0,10.0,19.0,28.0,,6.0,1,8,4,,5,20,5.0,19.0,2,1.0,6,,63.0,9
000000,1,1,5.0,,6,13.0,33.0,2.0,,3.0,21,18,1,6.0,1,,7.0,2.0,17,,1.0,22.0,34,1,15.0,24,8,,9.0,,,,,13.0,7.0,,10,4,3,,3,1,1.0,12.0,6,,11,,31.0,5
