states,counts_p4_1of50,counts_p4_2of50,counts_p4_3of50,counts_p4_4of50,counts_p4_5of50,counts_p4_6of50,counts_p4_7of50,counts_p4_8of50,counts_p4_9of50,counts_p4_10of50,counts_p4_11of50,counts_p4_12of50,counts_p4_13of50,counts_p4_14of50,counts_p4_15of50,counts_p4_16of50,counts_p4_17of50,counts_p4_18of50,counts_p4_19of50,counts_p4_20of50,counts_p4_21of50,counts_p4_22of50,counts_p4_23of50,counts_p4_24of50,counts_p4_25of50,counts_p4_26of50,counts_p4_27of50,counts_p4_28of50,counts_p4_29of50,counts_p4_30of50,counts_p4_31of50,counts_p4_32of50,counts_p4_33of50,counts_p4_34of50,counts_p4_35of50,counts_p4_36of50,counts_p4_37of50,counts_p4_38of50,counts_p4_39of50,counts_p4_40of50,counts_p4_41of50,counts_p4_42of50,counts_p4_43of50,counts_p4_44of50,counts_p4_45of50,counts_p4_46of50,counts_p4_47of50,counts_p4_48of50,counts_p4_49of50,counts_p4_50of50
001000,299,69.0,51,128,36.0,345,1.0,50.0,168,17,63,37.0,62.0,221.0,18.0,54.0,3.0,6,113.0,2.0,172.0,36,446.0,54.0,40.0,28.0,233.0,6.0,57.0,158,55.0,126,37.0,164,5.0,43,272,,354,8.0,121,10.0,4.0,199.0,1.0,109.0,86,488.0,13.0,10
010011,256,409.0,414,178,674.0,3,22.0,242.0,289,522,269,165.0,551.0,468.0,8.0,662.0,706.0,13,412.0,18.0,283.0,611,147.0,445.0,74.0,668.0,17.0,386.0,,68,195.0,394,415.0,127,132.0,127,235,607.0,164,517.0,397,5.0,10.0,99.0,118.0,479.0,466,12.0,206.0,194
001010,205,44.0,31,129,156.0,128,12.0,33.0,339,74,43,206.0,39.0,66.0,3.0,76.0,11.0,533,75.0,6.0,381.0,124,125.0,177.0,265.0,160.0,73.0,232.0,25.0,201,5.0,56,149.0,198,21.0,47,120,5.0,223,29.0,70,1.0,71.0,270.0,3.0,23.0,11,78.0,116.0,101
010001,133,159.0,16,41,24.0,4,9.0,,13,4,147,4.0,40.0,55.0,3.0,28.0,110.0,154,24.0,8.0,14.0,21,11.0,98.0,61.0,22.0,13.0,30.0,157.0,28,,7,126.0,32,85.0,72,162,150.0,2,87.0,7,12.0,6.0,52.0,35.0,86.0,13,20.0,75.0,260
100001,50,17.0,60,51,8.0,4,1.0,27.0,43,126,30,264.0,10.0,49.0,,21.0,41.0,107,21.0,,45.0,88,49.0,5.0,34.0,1.0,18.0,48.0,3.0,27,153.0,12,38.0,59,193.0,89,4,9.0,88,39.0,11,10.0,1.0,77.0,708.0,45.0,172,13.0,319.0,166
000101,21,61.0,34,2,1.0,6,9.0,48.0,23,1,62,16.0,7.0,3.0,6.0,1.0,3.0,7,12.0,12.0,16.0,9,3.0,6.0,,,,4.0,3.0,7,12.0,4,15.0,5,,73,1,32.0,9,,4,23.0,10.0,2.0,,1.0,4,,12.0,138
010010,13,104.0,158,26,16.0,18,30.0,259.0,36,91,60,3.0,,73.0,29.0,25.0,47.0,2,29.0,41.0,23.0,64,,75.0,7.0,14.0,43.0,43.0,106.0,134,12.0,4,75.0,84,62.0,133,31,105.0,9,45.0,5,15.0,23.0,45.0,13.0,103.0,139,1.0,105.0,33
000001,12,,62,18,1.0,2,,32.0,27,32,22,6.0,9.0,,,7.0,6.0,2,4.0,,22.0,22,7.0,3.0,14.0,,15.0,,,1,1.0,14,5.0,6,18.0,19,12,18.0,1,3.0,17,,,10.0,19.0,3.0,5,4.0,14.0,50
100000,9,7.0,59,9,,1,9.0,10.0,29,23,3,9.0,17.0,4.0,9.0,,43.0,8,18.0,8.0,18.0,6,12.0,4.0,16.0,2.0,37.0,26.0,4.0,35,12.0,68,24.0,21,36.0,71,31,1.0,4,1.0,68,16.0,6.0,7.0,63.0,,20,17.0,10.0,1
000011,7,9.0,23,48,8.0,2,,2.0,3,38,12,38.0,35.0,7.0,,20.0,36.0,29,10.0,2.0,6.0,21,3.0,38.0,,15.0,6.0,3.0,16.0,23,19.0,18,21.0,12,,31,2,12.0,25,35.0,13,3.0,1.0,8.0,5.0,1.0,23,14.0,25.0,18
001100,7,77.0,35,362,75.0,481,890.0,291.0,12,18,228,248.0,234.0,61.0,909.0,125.0,11.0,121,292.0,882.0,10.0,2,163.0,89.0,496.0,93.0,555.0,184.0,642.0,293,541.0,255,97.0,291,393.0,244,55,50.0,88,218.0,270,889.0,876.0,232.0,33.0,159.0,26,320.0,98.0,31
000010,6,43.0,9,3,8.0,6,,11.0,16,9,49,17.0,12.0,7.0,,5.0,,3,1.0,,9.0,4,47.0,,4.0,14.0,4.0,8.0,,7,14.0,13,,2,26.0,1,22,12.0,6,15.0,11,,2.0,1.0,6.0,4.0,8,31.0,,1
000000,4,18.0,23,8,1.0,3,,13.0,1,30,14,6.0,,10.0,,,1.0,10,,,,2,5.0,1.0,11.0,1.0,4.0,5.0,5.0,2,,23,,1,,6,18,4.0,23,23.0,14,1.0,,,11.0,3.0,37,1.0,2.0,1
000100,1,1.0,16,1,8.0,3,11.0,,3,37,1,,7.0,,5.0,,1.0,4,5.0,13.0,3.0,2,3.0,13.0,,3.0,2.0,22.0,,1,3.0,23,1.0,2,42.0,12,4,9.0,16,1.0,9,,,9.0,7.0,7.0,12,4.0,17.0,7
010000,1,6.0,33,20,8.0,18,30.0,6.0,22,2,21,5.0,1.0,,34.0,,5.0,25,8.0,32.0,22.0,12,3.0,16.0,2.0,3.0,4.0,27.0,6.0,39,2.0,7,21.0,20,11.0,56,55,10.0,12,3.0,7,39.0,14.0,13.0,2.0,1.0,2,21.0,12.0,13
